"[0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 3, 2, 4, 2, 0, 0, 0, 0, 0, 0, 7, 3, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 3, 2, 4, 2, 0, 0, 0, 0, 0, 0, 7, 4, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 5, 2, 4, 2, 0, 0, 0, 0, 0, 0, 7, 4, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23
"[0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 5, 2, 4, 2, 0, 0, 0, 0, 0, 0, 7, 4, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 5, 2, 4, 2, 2, 0, 0, 0, 0, 0, 7, 5, 6, 5, 2, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23
"[0, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 5, 2, 4, 2, 2, 0, 0, 0, 0, 0, 7, 5, 7, 5, 3, 0, 0, 0, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 2, 2, 3, 1, 0, 0, 0, 0, 0, 0, 5, 3, 5, 3, 3, 1, 0, 0, 0, 0, 7, 5, 8, 5, 4, 0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23
"[0, 0, 2, 2, 3, 1, 0, 0, 0, 0, 0, 0, 5, 3, 5, 3, 3, 1, 0, 0, 0, 0, 7, 5, 8, 5, 4, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23
"[0, 0, 2, 2, 3, 1, 0, 0, 0, 0, 0, 0, 5, 3, 5, 3, 3, 1, 0, 0, 0, 0, 7, 5, 9, 5, 4, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23
"[0, 0, 2, 2, 3, 1, 0, 0, 0, 0, 0, 0, 5, 3, 6, 3, 3, 1, 0, 0, 0, 0, 7, 5, 10, 5, 4, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23
"[0, 0, 2, 2, 3, 1, 0, 0, 0, 0, 0, 0, 5, 3, 6, 3, 3, 1, 0, 0, 0, 0, 7, 5, 10, 5, 4, 0, 0, 0, 0, 0, 0, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33
"[0, 0, 2, 2, 3, 1, 0, 0, 0, 0, 0, 0, 5, 3, 6, 3, 3, 1, 0, 0, 0, 0, 7, 5, 10, 5, 4, 0, 0, 0, 0, 0, 0, 2, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33
"[0, 0, 2, 2, 3, 1, 0, 0, 0, 0, 0, 0, 5, 3, 6, 3, 3, 1, 0, 0, 0, 0, 7, 5, 10, 5, 4, 0, 0, 0, 0, 0, 0, 2, 9, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33
"[0, 0, 2, 2, 4, 1, 0, 0, 0, 0, 0, 0, 5, 3, 6, 3, 3, 1, 0, 0, 0, 0, 7, 5, 10, 5, 4, 0, 0, 0, 0, 0, 0, 2, 9, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33
"[0, 0, 2, 2, 4, 1, 0, 0, 0, 0, 0, 0, 5, 3, 6, 4, 3, 1, 0, 0, 0, 0, 8, 5, 10, 5, 4, 0, 0, 0, 0, 0, 0, 3, 9, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33
"[0, 0, 3, 2, 5, 2, 0, 0, 0, 0, 0, 0, 5, 4, 6, 5, 3, 1, 0, 0, 0, 0, 8, 7, 11, 5, 4, 0, 0, 0, 0, 0, 0, 6, 9, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33
"[0, 0, 3, 2, 5, 2, 0, 0, 0, 0, 0, 0, 5, 4, 7, 5, 3, 2, 0, 0, 0, 0, 8, 7, 11, 6, 4, 0, 0, 0, 0, 0, 0, 7, 9, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",12
"[0, 0, 3, 2, 5, 2, 1, 0, 0, 0, 0, 0, 6, 5, 7, 5, 3, 3, 0, 0, 0, 0, 8, 8, 11, 7, 4, 0, 0, 0, 0, 0, 0, 7, 10, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 2, 0, 0, 0, 0, 0, 6, 7, 8, 5, 4, 4, 0, 0, 0, 0, 8, 8, 11, 7, 4, 0, 0, 0, 0, 0, 0, 8, 10, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 2, 0, 0, 0, 0, 0, 7, 7, 8, 5, 6, 4, 0, 0, 0, 0, 8, 8, 11, 7, 4, 0, 0, 0, 0, 0, 0, 8, 10, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 2, 0, 0, 0, 0, 0, 7, 7, 8, 5, 6, 4, 0, 0, 0, 0, 8, 9, 11, 8, 4, 0, 0, 0, 0, 0, 0, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 2, 0, 0, 0, 0, 0, 7, 7, 8, 5, 6, 4, 0, 0, 0, 0, 8, 10, 11, 8, 4, 0, 0, 0, 0, 0, 0, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 2, 0, 0, 0, 0, 0, 7, 7, 8, 6, 6, 4, 0, 0, 0, 0, 8, 10, 12, 9, 4, 0, 0, 0, 0, 0, 0, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 2, 0, 0, 0, 0, 0, 7, 8, 9, 7, 7, 4, 0, 0, 0, 0, 8, 10, 13, 9, 4, 0, 0, 0, 0, 0, 0, 8, 11, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 2, 0, 1, 0, 0, 0, 7, 8, 9, 7, 7, 4, 0, 0, 0, 0, 9, 10, 13, 9, 4, 0, 0, 0, 0, 0, 0, 8, 11, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 2, 0, 1, 0, 0, 0, 7, 8, 9, 7, 7, 4, 0, 0, 0, 0, 10, 10, 13, 9, 4, 0, 0, 0, 0, 0, 0, 8, 11, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 3, 0, 1, 0, 0, 0, 7, 8, 9, 7, 8, 4, 0, 0, 0, 0, 10, 10, 13, 9, 4, 0, 0, 0, 0, 0, 0, 8, 12, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 3, 0, 1, 0, 0, 0, 7, 8, 9, 7, 8, 4, 0, 0, 0, 0, 11, 10, 13, 9, 4, 0, 0, 0, 0, 0, 0, 8, 12, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 3, 0, 1, 0, 0, 0, 7, 8, 9, 8, 8, 4, 0, 0, 0, 0, 11, 11, 13, 9, 4, 0, 0, 0, 0, 0, 0, 8, 12, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 3, 0, 1, 0, 0, 0, 7, 8, 9, 8, 8, 4, 0, 0, 0, 0, 11, 11, 14, 9, 4, 0, 0, 0, 0, 0, 0, 8, 12, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 2, 3, 0, 1, 0, 0, 0, 7, 8, 9, 8, 8, 4, 0, 0, 0, 0, 11, 11, 15, 9, 4, 0, 0, 0, 0, 0, 0, 8, 12, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 3, 3, 0, 1, 0, 0, 0, 7, 8, 9, 8, 8, 4, 0, 0, 0, 0, 12, 11, 15, 9, 4, 0, 0, 0, 0, 0, 0, 8, 12, 3, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 3, 3, 0, 1, 0, 0, 0, 7, 8, 9, 8, 8, 4, 0, 0, 0, 0, 12, 11, 15, 9, 4, 0, 0, 0, 0, 0, 0, 8, 12, 3, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 3, 3, 0, 1, 0, 0, 0, 7, 8, 10, 8, 8, 4, 0, 0, 0, 0, 12, 11, 15, 9, 4, 0, 0, 0, 0, 0, 0, 8, 13, 3, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 3, 3, 0, 1, 0, 0, 0, 7, 8, 10, 8, 8, 4, 0, 0, 0, 0, 12, 12, 15, 9, 4, 0, 0, 0, 0, 0, 0, 9, 13, 3, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
"[0, 0, 3, 2, 5, 3, 3, 0, 1, 0, 0, 0, 7, 8, 10, 9, 8, 4, 0, 0, 0, 0, 12, 12, 15, 9, 4, 0, 0, 0, 0, 0, 0, 9, 13, 3, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22
